id,speaker_header,polarity,subjectivity
160,claudius47_5_1,0.0,0.0
161,claudius47_5_2,0.0,0.0
162,claudius47_5_3,0.186666666667,0.613333333333
163,claudius47_5_4,0.175,0.370833333333
164,claudius47_5_5,0.0,0.0
165,claudius47_5_6,-0.3125,0.6875
166,claudius47_5_7,0.0,0.0
167,claudius47_5_8,0.0,0.5
168,claudius45_5_1,0.0,0.0
169,claudius45_5_2,0.7,0.6
170,claudius45_5_3,-0.4,0.3
171,claudius45_5_4,0.0,0.0
172,claudius45_5_5,0.0446428571429,0.214285714286
173,claudius45_5_6,0.25,0.333333333333
174,claudius45_5_7,0.14,0.715
175,claudius45_5_8,-0.08,0.58
176,claudius45_5_9,0.2,0.1
177,claudius45_5_10,0.0,0.0
178,claudius45_5_11,0.5,0.5
179,claudius43_5_1,0.0,0.0
180,claudius43_5_2,0.0,0.0
181,claudius32_5_1,0.5,0.7
182,claudius22_5_1,0.0,0.0
183,claudius22_5_2,0.35,0.65
184,claudius12_6_1,0.35,0.65
185,claudius12_6_2,0.0,0.0
186,claudius12_6_3,0.0,0.0
187,claudius12_6_4,0.0,0.0
188,claudius12_6_5,-0.8,0.2
189,claudius12_6_6,0.5,0.5
190,claudius12_6_7,-0.2,0.9
191,claudius12_6_8,-0.1,0.378571428571
192,claudius12_6_9,-0.2,0.633333333333
193,claudius12_6_10,0.0,0.0
194,claudius12_6_11,-0.0666666666667,0.633333333333
195,claudius12_6_12,-0.025,0.416666666667
196,claudius12_6_13,0.0,0.0
197,claudius12_6_14,0.5,0.5
198,claudius12_6_15,0.0833333333333,0.0666666666667
199,claudius12_6_16,0.25,0.25
200,claudius31_6_1,0.8,0.75
201,claudius52_6_1,0.8,0.4
202,claudius47_6_1,0.0,0.4
203,claudius47_6_2,0.0,0.0
204,claudius47_6_3,0.0,0.0
205,claudius45_6_1,0.0,0.0
206,claudius45_6_2,0.0,0.0
207,claudius45_6_3,0.0,0.0
208,claudius22_6_1,0.0,0.0
209,claudius22_6_2,0.75,0.75
210,claudius43_6_1,-0.45,1.0
211,claudius12_7_1,0.65,0.925
212,claudius12_7_2,0.0,0.0
213,claudius12_7_3,0.5,0.775
214,claudius12_7_4,0.0,0.0
215,claudius12_7_5,0.0,0.0
216,claudius52_7_1,0.0,0.0
217,claudius47_7_1,0.0,0.0
218,claudius47_7_2,0.0,0.0
219,claudius47_7_3,0.0,0.0
220,claudius45_7_1,0.0,0.0
221,claudius43_7_1,-0.3125,0.6875
222,claudius22_7_1,0.0,0.0
223,claudius22_7_2,0.5,0.5
224,claudius22_7_3,0.0,0.0
225,claudius22_7_4,1.0,0.9
226,claudius52_8_1,0.0,0.0
227,claudius52_8_2,-0.3,0.6
228,claudius47_8_1,0.6,1.0
229,claudius47_8_2,0.5,0.5
230,claudius47_8_3,0.0,0.0
231,claudius45_8_1,0.0,0.0
232,claudius45_8_2,0.0,0.0
233,claudius45_8_3,-0.09375,0.5
234,claudius45_8_4,0.0,0.0
235,claudius45_8_5,0.0,0.0
236,claudius43_8_1,0.0,0.0
237,claudius22_8_1,0.5,0.6
238,claudius52_9_1,0.0,0.0
239,claudius47_9_1,0.285714285714,0.535714285714
240,claudius47_9_2,0.1,0.35
241,claudius47_9_3,0.0,0.0
242,claudius45_9_1,-0.2,0.4
243,claudius43_9_1,0.0,0.0
244,claudius22_9_1,0.0,0.0
245,claudius47_10_1,0.2,0.3
246,claudius47_10_2,-0.00555555555556,0.555555555556
247,claudius47_10_3,0.0,0.0
248,claudius47_10_4,0.225,0.7
249,claudius22_10_1,0.0,0.0
250,claudius43_10_1,0.0,0.0
251,claudius43_10_2,0.2,0.5
252,claudius45_10_1,0.0,0.0
253,claudius52_10_1,0.0,0.0
254,claudius52_10_2,0.0,0.0
255,claudius47_11_1,0.0,0.0
256,claudius22_11_1,0.0,0.0
257,claudius43_11_1,0.0,0.0
258,claudius45_11_1,0.0,0.0
259,claudius52_11_1,0.0,0.0
260,claudius47_12_1,0.0,0.1625
261,claudius22_12_1,0.0,0.5
262,claudius43_12_1,0.0,0.0
263,claudius45_12_1,0.7,0.6
264,claudius52_12_1,0.0,0.0
265,claudius52_12_2,0.0,0.0
266,claudius47_13_1,0.0,0.0
267,claudius47_13_2,0.166666666667,0.666666666667
